JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
1706,National Quarantine Coordinator,Coordinateur(rice) national de la quarantaine,Health Care and Social Services,Soins de santé et services sociaux,General Health Care and Social Services,Soins de santé généraux et services sociaux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1706,Non-supervisor,,,,,,,,
1707,Environmental Science Technician,Technicien(ne) en sciences de l'environnement,Science and Math,Sciences et mathématiques,Environmental Science,Science de l'environnement,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1707,Non-supervisor,n>>,y,Environmental Health And Safety Technician in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1708,Environmental Scientist,Scientifique de l'environnement,Science and Math,Sciences et mathématiques,Environmental Science,Science de l'environnement,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1708,Non-supervisor,n,,,y,n=26,,,
1709,Supervisor - Environmental Science,Superviseur(e) - Science de l'environnement,Science and Math,Sciences et mathématiques,Environmental Science,Science de l'environnement,Supervisor,Superviseur(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",20011,Architecture and science managers,Directeurs / directrices des services d'architecture et de sciences,1709,Supervisor,n>>,n - now changed,Environmental Science Manager in Canada | Labour Market Facts and Figures - Job Bank,n,,Fr ? To 20011,,
1710,Applied Mathematician,Mathématicien(ne) en mathématiques appliquées,Science and Math,Sciences et mathématiques,Applied Mathematics,Mathématiques appliquées,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1710,Non-supervisor,y,y,Applied Mathematician in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1711,Mathematical Economist,Économiste mathématicien(ne),Science and Math,Sciences et mathématiques,Applied Mathematics,Mathématiques appliquées,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",41401,Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques",1711,Non-supervisor,y,n - now changed,Mathematical Economist in Canada | Labour Market Facts and Figures - Job Bank,n,,Fr 21210 to 41401,,
1712,Mathematician,Mathématicien(ne),Science and Math,Sciences et mathématiques,Pure Mathematics,Mathématiques pures,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1712,Non-supervisor,y,y,Mathematician in Canada | Labour Market Facts and Figures - Job Bank,y,n=7,,,
1713,Research Mathematician,Mathématicien(ne) en recherche,Science and Math,Sciences et mathématiques,Pure Mathematics,Mathématiques pures,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1713,Non-supervisor,y,y,"Mathematician, Research in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
1714,Supervisor - Applied Mathematics,Superviseur(e) - Mathématiques appliquées,Science and Math,Sciences et mathématiques,Applied Mathematics,Mathématiques appliquées,Supervisor,Superviseur(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1714,Supervisor,n,,,n,,,,
1715,Supervisor - Pure Mathematics,Superviseur(e) - Mathématiques pures,Science and Math,Sciences et mathématiques,Pure Mathematics,Mathématiques pures,Supervisor,Superviseur(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1715,Supervisor,n,,,n,,,,
1716,Statistician,Statisticien(ne),Science and Math,Sciences et mathématiques,Applied Mathematics,Mathématiques appliquées,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1716,Non-supervisor,y,y,Statistician in Canada | Labour Market Facts and Figures - Job Bank,y,n=191,,,
1717,Actuarial Assistant,Adjoint(e) d'actuariat,Science and Math,Sciences et mathématiques,Actuarial Science,Science actuarielle,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1717,Non-supervisor,y,y,Actuarial Assistant in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1718,Actuary,Actuaire,Science and Math,Sciences et mathématiques,Actuarial Science,Science actuarielle,Employee,Employé(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1718,Non-supervisor,y,y,Actuary in Canada | Labour Market Facts and Figures - Job Bank,y,n=18,,,
1719,Supervisor - Actuarial Science,Superviseur(e) - Sciences actuarielles,Science and Math,Sciences et mathématiques,Actuarial Science,Science actuarielle,Supervisor,Superviseur(e),2161,"2161 Mathematicians, statisticians and actuaries","2161 Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",21210,"Mathematicians, statisticians and actuaries","Mathématiciens / mathématiciennes, statisticiens / statisticiennes et actuaires",1719,Supervisor,n,y,,n,,,Senior Actuarial Analyst in Canada | Labour Market Facts and Figures - Job Bank,
1720,Business Analyst,Analyste d'entreprise,Administration,Administration,Project Management,Gestion de projet,Employee,Employé(e),2171,2171 Information systems analysts and consultants,2171 Analystes et consultants / consultantes en informatique,21211,Data scientists,Scientifiques de données,1720,Non-supervisor,,,,,,,,
1721,Data Administrator,Administrateur(rice) de données,Information Management,Gestion de l'information,Data Management,Gestion des données,Employee,Employé(e),2172,2172 Database analysts and data administrators,2172 Analystes de bases de données et administrateurs / administratrices de donnée,21223,Database analysts and data administrators,Analystes de bases de données et administrateurs / administratrices de données,1721,Non-supervisor,y,y,Data Administrator in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
1722,Data Analyst,Analyste des données,Information Management,Gestion de l'information,Data Management,Gestion des données,Employee,Employé(e),2171,2171 Information systems analysts and consultants,2171 Analystes et consultants / consultantes en informatique,21211,Data scientists,Scientifiques de données,1722,Non-supervisor,y+++,?,,y,"Many in GEDS, Resear + Data An, Snr Dat An, Jr Scient Dat An, etc",Many types of Data Anaylstin JB,,
1723,Data Architect,Architecte des données,Information Management,Gestion de l'information,Information and Data Architecture,Architecture d'informations et de données,Employee,Employé(e),2172,2172 Database analysts and data administrators,2172 Analystes de bases de données et administrateurs / administratrices de donnée,21211,Data scientists,Scientifiques de données,1723,Non-supervisor,y,y,Data Architect in Canada | Labour Market Facts and Figures - Job Bank,y,"Many in GEDS, Tech Adv+ Data Arch, Snr Data Arch",,,
1724,Data Auditor,Vérificateur(rice) de données,Information Management,Gestion de l'information,Data Management,Gestion des données,Employee,Employé(e),2172,2172 Database analysts and data administrators,2172 Analystes de bases de données et administrateurs / administratrices de donnée,21211,Data scientists,Scientifiques de données,1724,Non-supervisor,n,?,EDP (electronic Data Processing) Auditor in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
